are you crazy take the boat,3
thats one way of putting it kitz the president the isc have shut down all official communications thereve also been reports of riots flaring up across the us and europe until we figure out what went wrong things may get rough especially for you,3
peter what is going on has everyone gone completely insane,3
how long was i gone,3
what day,3
peter what are you talking about what malfunction what day is this,3
its all right the important thing is youre safe,3
wait hold on a minute,3
thank god when we lost contact i thought we thought but youre okay were still trying to determine the nature of the malfunction did you notice anything at all that,3
im im fine,3
ellie are you okay,3
like it almost there,3
like it or not,3
that you valerian,3
its really happening,3
someone tell me this is really happening,3
you too,3
its good to see you ellie,3
peter,3
ellie,3
that is true but its also true that if i really thought we wanted the same things id follow you anywhere but the truth is i dont think you want the company be honest el theres nowhere youd rather be than sitting out at some remote corner of the world searching for the answers to the mysteries of the universe and call me crazy but i just cant compete with that im sorry,3
you sonofabitch,3
ellie im getting married her names laura she came up to owens valley to do her postdoc about six months after you left,3
im serious about this peter,3
ellie,3
right now well drive down to ramey and get the base chaplain to marry us,3
jesus,3
and you think i dont want those things you think i dont stay up half the night wondering if ive made the right choice living half a world away from you wondering if any of this is worth what im giving up for it everyday lets get married,3
maybe thats the problem i want a family ellie i want kids a townhouse on l street instead of still living like a college kid a real life maybe that makes me a sellout but i dont care anymore its what i want,3
please youre just as ambitious as i am more,3
the work jesus ellie cant there just once be more to life than the work okay maybe thats the only way to get the recognition win the prizes,3
but the work,3
this is a chance to be of enormous help to other peoples research to have the power to be a real advocate where davids got blind spots,3
but what about your research,3
im going on staff at the nsf to work for drumlin,3
greenbank,3
im moving to washington,3
we could be together again,3
actually,3
peter if you can get him to do that for me hed obviously do the same for you we could,3
thirtyone linked dishes you could search more sky there in a day than you could in a year here,3
the vla,3
what if i said i could get drumlin to agree to sell you time in new mexico,3
its almost there the hardest part is getting someone to sell us the telescope time,3
how close are you to getting this funding put together,3
if we lived at any previous time in human history we wouldnt even have the option of failing wed have to wonder our whole lives unable to do anything about it this time right now is unique in our history in any civilizations history the moment of the acquisition of technology the moment when contact becomes possible weve already beaten incredible odds by being lucky enough to be alive now,3
ellie even if you do manage to raise the money have you thought about what it would really mean to follow through on this i mean a college fetish is one thing but were talking about your career you wont be publishing you wont be taken seriously and you could spend your entire life looking and never find anything at all,3
weve been going after some of the big multinationals but without much luck got a donation from a new york dowager weve even been thinking about selling tshirts,3
ive examined over forty stars of roughly solar spectral type but so far nothing still weve barely started,3
and,3
please any chance of that died the day david drumlin was appointed head of the nsf i have been in contact with a few other seti people weve been trying to find backing from private investors ive even managed to scrounge a couple of hours of telescope time here and there,3
any luck on the grant money,3
i keep telling myself okay thats just the price you have to do your time doing shitwork before youre allowed to get to the good stuff but if i have to catalog one more quasar god ive missed you,3
is indistinguishable from magic,3
any sufficiently advanced technology,3
its like the precopernicans who swore the sun revolved around the earth or the victorians at the end of the last century who concluded that all major discoveries had now been made i mean try to imagine civilization a thousand years ahead of us then imagine trying to explain i dunno a microwave oven to someone even a hundred years ago i mean the basic concepts didnt exist,3
they cant i think its against human nature to admit to that level of insignificance to not see yourself as basically the center of the universe,3
