are you crazy take the boat,3
whoohoo,3
whoohoohoo whoohoohoo,3
if youre right lewis this mason is one hell of a pro he must have a service record and a paper trail some,3
yes sir,3
no sir,3
any of them richard long,3
they were all wearing hardware,3
alert seventyfifth rangers code blue tell them elvis has left the building,3
looks like it yes sir,3
is it,3
colonel vitelli we got a bustedin cold vault inside,3
forget about him,3
why is it you scientists can create implements of destruction,3
so far yeyes,3
and let me guess you failed,3
i began trying to find ways of controlling the effects of the weapon that we tested on horn island,3
all right after they put you away,3
almost quaint,3
went away i like that,3
went away,3
men every time ive closed my eyes but after you went away i,3
do you think i havent seen the bodies of those,3
always done richard,3
what rational man could fit in with the sorts of things our government was doing the sorts of things youve,3
years of thinking the matter over i began to see that the whole thing wasnt really my problem,3
you were right of course but after,3
do you remember telling me once that all through my career id never fit in well,3
together you gave me the opportunity to realize just how very wrong my life had gone,3
mmhm,3
grateful,3
and the government,3
oh im well aware of what the government did i assure you actually ive just come to say how grateful i am to you,3
that,3
i know where the blame belongs but i didnt put you in prison andrew the government did,3
me well you couldve saved yourself the trip,3
is that why youre here to blame,3
ple,3
not at all like a man responsible for the deaths of eighteen peo,3
you look fithealthy,3
you look good richard,3
no go,3
is this stool taken,3
theres nothing to say doctor someone had to take the fall and they still need you whereasive never been anything more than a thorn in their collective side as you once said,3
about,3
i wish they wouldve let me say something,3
andrew,3
its too,3
damn you long my people are out there your people are out there,3
youll kill us all,3
no,3
no,3
destroyer of worlds,3
i am become death the,3
lets proceed,3
all right one more shot provided were off the island tonight,3
you have my word on that,3
me if i thought there was any real danger ii wouldnt go forward,3
now i know you have moral objections to what were doing here but believe,3
now listen to me,3
but you have no choice but to follow orders,3
the united states into the kind of country were supposed to be fighting against,3
sittin here with our hands in the goddamn cookie jar and let me tell you something else i didnt join the service to let people like you turn,3
here and the white house is screaming about chemical weapons and were,3
the nsa thinks the un is onto your work,3
if it works your stock at the pentagon will go up along with mine i dont think i need to mention you could use the help,3
look this is a scientific experiment okay,3
bility,3
this isnt some kind of pissing contest long you may be in charge here but those men out there are my responsi,3
lar,3
you know captain if you hadnt spent so much of your career questioning your superiors you mightve found yourself with more gold leaf on your col,3
sweeney tells me you dont have computer confirmation,3
i dont work for you captain brynner,3
and i changed the schedule,3
to be off the island tonight,3
what the hell is all this about a detonation today were scheduled,3
tor long,3
doc,3
tell the choppers were lifting off,3
ill do it,3
and im warning you leo dont test me get your men and your machines off my radar screen in five or three million people will die,3
here,3
knowing you brynner youve got buyers waiting to buy youre not gonna use that,3
destry fair oaks,3
maybe even salt lake not to mention casper,3
or i may be wrong the breeze could be gusting south thatd be billings,3
hm the winds northwest that oughta beseattle,3
enworth ill have no compunction at all about using this,3
i lost all my squeamishness at leav,3
ians but i assure you leo,3
yeah i had a small problem with members of our side murdering civil,3
and i dont like deviations from plans leo as im sure you re,3
i checked your release date i never liked coincidences,3
as soon as i heard elvis was on the loose you came to mind,3
and i certainly cant say its pleasant,3
i cant say its a surprise,3
pleasant surprise,3
good to see you again leo,3
well lieutenant vitelli,3
brynner,3
happen if i drop this,3
do you know whatll,3
nothing has changed i assure you both the army still thinks we got elvis they had a tactical withdrawal its just those two amateurs now do you really want to concede a hundred million dollars to them,3
besides how are we gonna sell something we dont have,3
all right lets clear the mess and move out,3
theres nothing in here sir they got away with it,3
vaughn burke move to the end of the street fan out and work your way back to the motel,3
closin down sir,3
get em on line then stall long cant have gotten far,3
ext mountaintop day,3
int vitellis helicopter day,3
int postal van day,3
hit him again,3
int postal van day,3
hit him,3
int postal van day,3
carl establish contact with that deputy we met earlier hell be more useful now,3
int brynners van day,3
carl set up the camera,3
ext dam day,3
all right tell the pilot well be a halfhour,3
int helicopter day,3
of which we have more than enough,3
int hardware store day,3
and so missoulas prodigal son returns,3
,3
int ice cream truckcab day,3
you have no idea what youre in possession of do you,3
int brynners van day,3
dutiful citizens you have something which i have waited years for,3
int brynners van day,3
radio the bikes,3
,3
int darlenes store day,3
well it appears someones been lying to us,3
int darlenes store night,3
comes up that road,3
ext brynners van night,3
dennis radio the bikes i wanna know if so much as a squirrel,3
int brynners van night,3
move this is already affecting our schedule,3
int longs car night,3
,3
int us research laboratorystorage areafreezer vault night,3
this is it,3
int us research laboratorylongs office night,3
,3
ext fort leavenworth ten years later day,3
,3
stay put keep the camera trained on,3
im on it,3
sir,3
get em in the middle of the dam,3
having witnessed the effects myself i can assure you itll be very useful when the bidding starts,3
were gonna use them for demonstration footage,3
what about these two,3
here,3
i wanna patch in from,3
get your links set up,3
dennis,3
move,3
just when we have all the cards vaughn take these two behind the van,3
shit,3
prep the launcher now,3
you cant fire on them youre gonna detonate the crystals,3
vaughn get the mseventynine ready,3
no a pair of average citizens have decided to risk their lives for their country i almost remember what that feels like,3
ther orders,3
sir all potential customers have been informed of the delay fur,3
you have ten percent of a hundred million dollars comin your way i think we can impose on you for a little overtime,3
quick in and out,3
this was supposed to be a,3
check the immediate area,3
its clean,3
check it out,3
there,3
were in,3
vaughn,3
long went missing from the tech center this morning along with a very dangerous,3
thats right,3
richard long,3
general store,3
yeah hes wanted in connection with a death this morning at the jerome,3
you know the suspect,3
right tim mason,3
ty,3
to pursue a man whos stolen government proper,3
we were called in by the jerome base,3
mand out of fort bragg,3
im colonel brynner us special operations com,3
mind if you tell me whats goin on,3
officer pappas im glad youre here,3
carl dennis get out of sight,3
in missoula all we need to do is get to mason before anyone else does,3
this river ends at a hydro dam,3
theyll get a break tomorrow,3
out here captain dont you think the guys deserve a break,3
its a hundred degrees,3
gear,3
wheres their protective,3
you dont think its that bad do you sir i mean longs spent the last two years developing his defoliant the stuff cant even kill crabgrass yet,3
scientists,3
jesus chri were on a very slippery slope here sam a covert military operation riddled with civilian,3
noon,3
